station_id,station_name,city,state,latitude,longitude,date,groundwater_level_mbgl,monthly_rainfall_mm,monthly_avg_temp_c,estimated_population
CGWB-AMD-01,Piezometer-Maninagar,Ahmedabad,Gujarat,23.02,72.57,2014-07-01,44.8,301.5,30.5,6488650
CGWB-AMD-01,Piezometer-Maninagar,Ahmedabad,Gujarat,23.02,72.57,2014-11-01,44.55,5.3,24.1,6541242
CGWB-AMD-01,Piezometer-Maninagar,Ahmedabad,Gujarat,23.02,72.57,2018-01-01,48.9,1.5,21.1,7185300
CGWB-AMD-01,Piezometer-Maninagar,Ahmedabad,Gujarat,23.02,72.57,2018-07-01,48.45,330.8,31.2,7274558
CGWB-AMD-01,Piezometer-Maninagar,Ahmedabad,Gujarat,23.02,72.57,2018-11-01,48.1,2.1,25,7335708
CGWB-AMD-01,Piezometer-Maninagar,Ahmedabad,Gujarat,23.02,72.57,2023-01-01,52.5,0.8,21.5,8253400
CGWB-AMD-01,Piezometer-Maninagar,Ahmedabad,Gujarat,23.02,72.57,2023-07-01,51.9,355.2,30.9,8363525
CGWB-AMD-01,Piezometer-Maninagar,Ahmedabad,Gujarat,23.02,72.57,2023-11-01,51.65,1.1,25.6,8438575
CGWB-HYD-01,Piezometer-BanjaraHills,Hyderabad,Telangana,17.38,78.48,2014-01-01,22.8,3.5,22.8,8895100
CGWB-HYD-01,Piezometer-BanjaraHills,Hyderabad,Telangana,17.38,78.48,2014-07-01,22.4,180.2,27.5,9012358
CGWB-HYD-01,Piezometer-BanjaraHills,Hyderabad,Telangana,17.38,78.48,2014-11-01,22.1,95.4,23.5,9091208
CGWB-HYD-01,Piezometer-BanjaraHills,Hyderabad,Telangana,17.38,78.48,2018-01-01,24.9,1.2,23.5,9685400
CGWB-HYD-01,Piezometer-BanjaraHills,Hyderabad,Telangana,17.38,78.48,2018-07-01,24.45,195.6,27.9,9812150
CGWB-HYD-01,Piezometer-BanjaraHills,Hyderabad,Telangana,17.38,78.48,2018-11-01,24.15,110.7,24,9896250
CGWB-HYD-01,Piezometer-BanjaraHills,Hyderabad,Telangana,17.38,78.48,2023-01-01,27.1,0.5,24.1,10654300
CGWB-HYD-01,Piezometer-BanjaraHills,Hyderabad,Telangana,17.38,78.48,2023-07-01,26.6,210.3,28.2,10801558
CGWB-HYD-01,Piezometer-BanjaraHills,Hyderabad,Telangana,17.38,78.48,2023-11-01,26.25,125.8,24.6,10895308
CGWB-PUN-01,Piezometer-Hinjewadi,Pune,Maharashtra,18.52,73.85,2014-01-01,15.6,0.2,21.8,4307200
CGWB-PUN-01,Piezometer-Hinjewadi,Pune,Maharashtra,18.52,73.85,2014-07-01,14.9,195.7,25.1,4358850
CGWB-PUN-01,Piezometer-Hinjewadi,Pune,Maharashtra,18.52,73.85,2014-11-01,14.7,45.1,22.9,4394042
CGWB-PUN-01,Piezometer-Hinjewadi,Pune,Maharashtra,18.52,73.85,2018-01-01,17.8,0.1,22.4,4725400
CGWB-PUN-01,Piezometer-Hinjewadi,Pune,Maharashtra,18.52,73.85,2018-07-01,17.05,220.4,25.5,4780150
CGWB-PUN-01,Piezometer-Hinjewadi,Pune,Maharashtra,18.52,73.85,2018-11-01,16.8,50.6,23.5,4817850
CGWB-PUN-01,Piezometer-Hinjewadi,Pune,Maharashtra,18.52,73.85,2023-01-01,20.1,0,22.9,5286300
CGWB-PUN-01,Piezometer-Hinjewadi,Pune,Maharashtra,18.52,73.85,2023-07-01,19.25,245.8,25.8,5349925
CGWB-PUN-01,Piezometer-Hinjewadi,Pune,Maharashtra,18.52,73.85,2023-11-01,18.95,55.3,24,5392975
CGWB-CHE-01,Piezometer-Teynampet,Chennai,Tamil Nadu,13.08,80.27,2014-01-01,8.1,35.5,26.5,8785400
CGWB-CHE-01,Piezometer-Teynampet,Chennai,Tamil Nadu,13.08,80.27,2014-07-01,8.9,105.2,31.2,8892150
CGWB-CHE-01,Piezometer-Teynampet,Chennai,Tamil Nadu,13.08,80.27,2014-11-01,8.25,450.6,27.1,8964042
CGWB-CHE-01,Piezometer-Teynampet,Chennai,Tamil Nadu,13.08,80.27,2018-01-01,9.8,25.1,27,9512600
CGWB-CHE-01,Piezometer-Teynampet,Chennai,Tamil Nadu,13.08,80.27,2018-07-01,10.75,95.8,31.8,9628150
CGWB-CHE-01,Piezometer-Teynampet,Chennai,Tamil Nadu,13.08,80.27,2018-11-01,9.95,480.2,27.5,9707250
CGWB-CHE-01,Piezometer-Teynampet,Chennai,Tamil Nadu,13.08,80.27,2023-01-01,11.5,15.3,27.4,10398100
CGWB-CHE-01,Piezometer-Teynampet,Chennai,Tamil Nadu,13.08,80.27,2023-07-01,12.4,115.7,32.1,10525225
CGWB-CHE-01,Piezometer-Teynampet,Chennai,Tamil Nadu,13.08,80.27,2023-11-01,11.65,510.8,27.9,10611375
CGWB-SRT-01,Piezometer-Katargam,Surat,Gujarat,21.17,72.83,2014-01-01,18.8,1.1,22.1,5120300
CGWB-SRT-01,Piezometer-Katargam,Surat,Gujarat,21.17,72.83,2014-07-01,18.1,450.6,29.1,5181958
CGWB-SRT-01,Piezometer-Katargam,Surat,Gujarat,21.17,72.83,2014-11-01,17.9,15.3,26.2,5224342
CGWB-SRT-01,Piezometer-Katargam,Surat,Gujarat,21.17,72.83,2018-01-01,20.5,0.5,22.8,5675400
CGWB-SRT-01,Piezometer-Katargam,Surat,Gujarat,21.17,72.83,2018-07-01,19.75,485.1,29.5,5743150
CGWB-SRT-01,Piezometer-Katargam,Surat,Gujarat,21.17,72.83,2018-11-01,19.5,10.8,26.9,5789950
CGWB-SRT-01,Piezometer-Katargam,Surat,Gujarat,21.17,72.83,2023-01-01,22.4,0.2,23.1,6389100
CGWB-SRT-01,Piezometer-Katargam,Surat,Gujarat,21.17,72.83,2023-07-01,21.5,510.9,29.8,6468083
CGWB-SRT-01,Piezometer-Katargam,Surat,Gujarat,21.17,72.83,2023-11-01,21.2,5.5,27.3,6521592
CGWB-KNP-01,Piezometer-Jajmau,Kanpur,Uttar Pradesh,26.44,80.33,2014-01-01,19.5,15.2,14.8,2985400
CGWB-KNP-01,Piezometer-Jajmau,Kanpur,Uttar Pradesh,26.44,80.33,2014-07-01,18.9,310.4,31.5,3008850
CGWB-KNP-01,Piezometer-Jajmau,Kanpur,Uttar Pradesh,26.44,80.33,2014-11-01,18.75,2.1,19.8,3024842
CGWB-KNP-01,Piezometer-Jajmau,Kanpur,Uttar Pradesh,26.44,80.33,2018-01-01,21.2,18.1,15.1,3152100
CGWB-KNP-01,Piezometer-Jajmau,Kanpur,Uttar Pradesh,26.44,80.33,2018-07-01,20.5,335.7,31.9,3177108
CGWB-KNP-01,Piezometer-Jajmau,Kanpur,Uttar Pradesh,26.44,80.33,2018-11-01,20.3,1.5,20.2,3194108
CGWB-KNP-01,Piezometer-Jajmau,Kanpur,Uttar Pradesh,26.44,80.33,2023-01-01,23.1,20.5,15.5,3356700
CGWB-KNP-01,Piezometer-Jajmau,Kanpur,Uttar Pradesh,26.44,80.33,2023-07-01,22.3,350.1,32.4,3384208
CGWB-KNP-01,Piezometer-Jajmau,Kanpur,Uttar Pradesh,26.44,80.33,2023-11-01,22.05,0.9,20.7,3402958
CGWB-VSK-01,Piezometer-Gajuwaka,Visakhapatnam,Andhra Pradesh,17.68,83.21,2014-01-01,6.5,2.2,24.5,2105300
CGWB-VSK-01,Piezometer-Gajuwaka,Visakhapatnam,Andhra Pradesh,17.68,83.21,2014-07-01,6.8,150.8,29.8,2121058
CGWB-VSK-01,Piezometer-Gajuwaka,Visakhapatnam,Andhra Pradesh,17.68,83.21,2014-11-01,6.1,280.4,26.1,2131642
CGWB-VSK-01,Piezometer-Gajuwaka,Visakhapatnam,Andhra Pradesh,17.68,83.21,2018-01-01,7.9,1.5,25.1,2243200
CGWB-VSK-01,Piezometer-Gajuwaka,Visakhapatnam,Andhra Pradesh,17.68,83.21,2018-07-01,8.25,165.2,30.1,2260100
CGWB-VSK-01,Piezometer-Gajuwaka,Visakhapatnam,Andhra Pradesh,17.68,83.21,2018-11-01,7.4,310.7,26.8,2271300
CGWB-VSK-01,Piezometer-Gajuwaka,Visakhapatnam,Andhra Pradesh,17.68,83.21,2023-01-01,9.4,0.8,25.5,2410500
CGWB-VSK-01,Piezometer-Gajuwaka,Visakhapatnam,Andhra Pradesh,17.68,83.21,2023-07-01,9.8,175.6,30.5,2429458
CGWB-VSK-01,Piezometer-Gajuwaka,Visakhapatnam,Andhra Pradesh,17.68,83.21,2023-11-01,8.9,330.1,27.2,2442442
CGWB-LKO-01,Piezometer-GomtiNagar,Lucknow,Uttar Pradesh,26.85,80.95,2014-01-01,20.1,18.5,14.2,3510000
CGWB-LKO-01,Piezometer-GomtiNagar,Lucknow,Uttar Pradesh,26.85,80.95,2014-07-01,19.45,320.2,31.8,3534500
CGWB-LKO-01,Piezometer-GomtiNagar,Lucknow,Uttar Pradesh,26.85,80.95,2014-11-01,19.2,3.1,19.5,3551167
CGWB-LKO-01,Piezometer-GomtiNagar,Lucknow,Uttar Pradesh,26.85,80.95,2018-01-01,22.3,20.1,14.5,3825000
CGWB-LKO-01,Piezometer-GomtiNagar,Lucknow,Uttar Pradesh,26.85,80.95,2018-07-01,21.6,345.5,32.1,3851250
CGWB-LKO-01,Piezometer-GomtiNagar,Lucknow,Uttar Pradesh,26.85,80.95,2018-11-01,21.4,2.5,19.9,3868750
CGWB-LKO-01,Piezometer-GomtiNagar,Lucknow,Uttar Pradesh,26.85,80.95,2023-01-01,24.5,15.8,14,4210000
CGWB-LKO-01,Piezometer-GomtiNagar,Lucknow,Uttar Pradesh,26.85,80.95,2023-07-01,23.75,360.8,32.5,4241500
CGWB-LKO-01,Piezometer-GomtiNagar,Lucknow,Uttar Pradesh,26.85,80.95,2023-11-01,23.5,1.9,20.1,4262250
CGWB-BHO-01,Piezometer-AreraColony,Bhopal,Madhya Pradesh,23.25,77.41,2014-01-01,10.5,8.2,16.5,2050000
CGWB-BHO-01,Piezometer-AreraColony,Bhopal,Madhya Pradesh,23.25,77.41,2014-07-01,9.8,350.1,28.5,2071750
CGWB-BHO-01,Piezometer-AreraColony,Bhopal,Madhya Pradesh,23.25,77.41,2014-11-01,9.6,10.5,20.1,2086542
CGWB-BHO-01,Piezometer-AreraColony,Bhopal,Madhya Pradesh,23.25,77.41,2018-01-01,12.7,5.5,17,2280000
CGWB-BHO-01,Piezometer-AreraColony,Bhopal,Madhya Pradesh,23.25,77.41,2018-07-01,11.9,375.4,29,2304000
CGWB-BHO-01,Piezometer-AreraColony,Bhopal,Madhya Pradesh,23.25,77.41,2018-11-01,11.75,8.1,20.5,2320000
CGWB-BHO-01,Piezometer-AreraColony,Bhopal,Madhya Pradesh,23.25,77.41,2023-01-01,14.8,3.1,17.2,2590000
CGWB-BHO-01,Piezometer-AreraColony,Bhopal,Madhya Pradesh,23.25,77.41,2023-07-01,13.9,390.2,29.2,2618583
CGWB-BHO-01,Piezometer-AreraColony,Bhopal,Madhya Pradesh,23.25,77.41,2023-11-01,13.7,5.2,20.8,2637708
CGWB-PAT-01,Piezometer-Kankarbagh,Patna,Bihar,25.59,85.13,2014-01-01,8.2,12.5,15.8,2210000
CGWB-PAT-01,Piezometer-Kankarbagh,Patna,Bihar,25.59,85.13,2014-07-01,7.5,380.6,31.1,2232167
CGWB-PAT-01,Piezometer-Kankarbagh,Patna,Bihar,25.59,85.13,2014-11-01,7.3,8.9,20.5,2247542
CGWB-PAT-01,Piezometer-Kankarbagh,Patna,Bihar,25.59,85.13,2018-01-01,9.5,15.1,16.2,2460000
CGWB-PAT-01,Piezometer-Kankarbagh,Patna,Bihar,25.59,85.13,2018-07-01,8.7,410.2,31.5,2484500
CGWB-PAT-01,Piezometer-Kankarbagh,Patna,Bihar,25.59,85.13,2018-11-01,8.5,5.3,21,2501083
CGWB-PAT-01,Piezometer-Kankarbagh,Patna,Bihar,25.59,85.13,2023-01-01,10.8,10.2,16.5,2780000
CGWB-PAT-01,Piezometer-Kankarbagh,Patna,Bihar,25.59,85.13,2023-07-01,9.9,430.5,31.8,2809167
CGWB-PAT-01,Piezometer-Kankarbagh,Patna,Bihar,25.59,85.13,2023-11-01,9.7,2.1,21.4,2828542
CGWB-BBI-01,Piezometer-Nayapalli,Bhubaneswar,Odisha,20.29,85.82,2014-01-01,5.8,15.2,22.5,1050000
CGWB-BBI-01,Piezometer-Nayapalli,Bhubaneswar,Odisha,20.29,85.82,2014-07-01,5.1,360.8,29.5,1060500
CGWB-BBI-01,Piezometer-Nayapalli,Bhubaneswar,Odisha,20.29,85.82,2014-11-01,4.9,50.1,25.1,1067500
CGWB-BBI-01,Piezometer-Nayapalli,Bhubaneswar,Odisha,20.29,85.82,2018-01-01,6.9,10.5,23,1150000
CGWB-BBI-01,Piezometer-Nayapalli,Bhubaneswar,Odisha,20.29,85.82,2018-07-01,6.2,385.2,29.8,1161500
CGWB-BBI-01,Piezometer-Nayapalli,Bhubaneswar,Odisha,20.29,85.82,2018-11-01,5.95,45.8,25.5,1169333
CGWB-BBI-01,Piezometer-Nayapalli,Bhubaneswar,Odisha,20.29,85.82,2023-01-01,8.1,8.1,23.2,1280000
CGWB-BBI-01,Piezometer-Nayapalli,Bhubaneswar,Odisha,20.29,85.82,2023-07-01,7.3,410.6,30.1,1292800
CGWB-BBI-01,Piezometer-Nayapalli,Bhubaneswar,Odisha,20.29,85.82,2023-11-01,7.05,35.5,25.8,1301333
CGWB-NAG-01,Piezometer-Sitabuldi,Nagpur,Maharashtra,21.14,79.08,2014-01-01,15.8,5.1,20.5,2850000
CGWB-NAG-01,Piezometer-Sitabuldi,Nagpur,Maharashtra,21.14,79.08,2014-07-01,15.1,310.2,28.9,2878500
CGWB-NAG-01,Piezometer-Sitabuldi,Nagpur,Maharashtra,21.14,79.08,2014-11-01,14.9,12.5,22.1,2897750
CGWB-NAG-01,Piezometer-Sitabuldi,Nagpur,Maharashtra,21.14,79.08,2018-01-01,17.9,3.2,21,3090000
CGWB-NAG-01,Piezometer-Sitabuldi,Nagpur,Maharashtra,21.14,79.08,2018-07-01,17.15,330.8,29.2,3120900
CGWB-NAG-01,Piezometer-Sitabuldi,Nagpur,Maharashtra,21.14,79.08,2018-11-01,16.9,10.1,22.5,3141450
CGWB-NAG-01,Piezometer-Sitabuldi,Nagpur,Maharashtra,21.14,79.08,2023-01-01,20.2,1.8,21.2,3410000
CGWB-NAG-01,Piezometer-Sitabuldi,Nagpur,Maharashtra,21.14,79.08,2023-07-01,19.3,355.5,29.5,3444100
CGWB-NAG-01,Piezometer-Sitabuldi,Nagpur,Maharashtra,21.14,79.08,2023-11-01,19.05,8.5,22.8,3466983
CGWB-LDH-01,Piezometer-MillerGanj,Ludhiana,Punjab,30.9,75.85,2014-01-01,25.5,25.2,12.5,1850000
CGWB-LDH-01,Piezometer-MillerGanj,Ludhiana,Punjab,30.9,75.85,2014-07-01,25.1,220.8,32.1,1868500
CGWB-LDH-01,Piezometer-MillerGanj,Ludhiana,Punjab,30.9,75.85,2014-11-01,24.9,5.1,17.5,1880583
CGWB-LDH-01,Piezometer-MillerGanj,Ludhiana,Punjab,30.9,75.85,2018-01-01,27.8,28.1,12.9,1990000
CGWB-LDH-01,Piezometer-MillerGanj,Ludhiana,Punjab,30.9,75.85,2018-07-01,27.3,245.2,32.5,2009900
CGWB-LDH-01,Piezometer-MillerGanj,Ludhiana,Punjab,30.9,75.85,2018-11-01,27.05,3.2,17.9,2023183
CGWB-LDH-01,Piezometer-MillerGanj,Ludhiana,Punjab,30.9,75.85,2023-01-01,30.1,30.5,13.1,2180000
CGWB-LDH-01,Piezometer-MillerGanj,Ludhiana,Punjab,30.9,75.85,2023-07-01,29.5,260.4,32.8,2201800
CGWB-LDH-01,Piezometer-MillerGanj,Ludhiana,Punjab,30.9,75.85,2023-11-01,29.2,1.1,18.2,2216233
CGWB-IND-01,Piezometer-Pithampur,Indore,Madhya Pradesh,22.71,75.85,2014-01-01,20.8,4.5,18.5,2550000
CGWB-IND-01,Piezometer-Pithampur,Indore,Madhya Pradesh,22.71,75.85,2014-07-01,20.1,315.2,27.8,2575500
CGWB-IND-01,Piezometer-Pithampur,Indore,Madhya Pradesh,22.71,75.85,2014-11-01,19.9,15.8,21.1,2592500
CGWB-IND-01,Piezometer-Pithampur,Indore,Madhya Pradesh,22.71,75.85,2018-01-01,22.9,2.1,19,2810000
CGWB-IND-01,Piezometer-Pithampur,Indore,Madhya Pradesh,22.71,75.85,2018-07-01,22.15,340.6,28.1,2838100
CGWB-IND-01,Piezometer-Pithampur,Indore,Madhya Pradesh,22.71,75.85,2018-11-01,21.9,12.1,21.5,2856867
CGWB-IND-01,Piezometer-Pithampur,Indore,Madhya Pradesh,22.71,75.85,2023-01-01,25.2,0.9,19.2,3180000
CGWB-IND-01,Piezometer-Pithampur,Indore,Madhya Pradesh,22.71,75.85,2023-07-01,24.3,360.1,28.5,3211800
CGWB-IND-01,Piezometer-Pithampur,Indore,Madhya Pradesh,22.71,75.85,2023-11-01,24.05,10.5,21.8,3232900
CGWB-CBE-01,Piezometer-Gandhipuram,Coimbatore,Tamil Nadu,11.01,76.95,2014-01-01,25.8,15.1,24.5,2080000
CGWB-CBE-01,Piezometer-Gandhipuram,Coimbatore,Tamil Nadu,11.01,76.95,2014-07-01,26.2,55.2,27.8,2100800
CGWB-CBE-01,Piezometer-Gandhipuram,Coimbatore,Tamil Nadu,11.01,76.95,2014-11-01,25.5,180.4,25.1,2114933
CGWB-CBE-01,Piezometer-Gandhipuram,Coimbatore,Tamil Nadu,11.01,76.95,2018-01-01,28.1,10.2,25,2290000
CGWB-CBE-01,Piezometer-Gandhipuram,Coimbatore,Tamil Nadu,11.01,76.95,2018-07-01,28.55,60.8,28.2,2312900
CGWB-CBE-01,Piezometer-Gandhipuram,Coimbatore,Tamil Nadu,11.01,76.95,2018-11-01,27.8,195.6,25.5,2328483
CGWB-CBE-01,Piezometer-Gandhipuram,Coimbatore,Tamil Nadu,11.01,76.95,2023-01-01,30.5,5.5,25.2,2580000
CGWB-CBE-01,Piezometer-Gandhipuram,Coimbatore,Tamil Nadu,11.01,76.95,2023-07-01,30.9,65.3,28.5,2605800
CGWB-CBE-01,Piezometer-Gandhipuram,Coimbatore,Tamil Nadu,11.01,76.95,2023-11-01,30.1,210.1,25.8,2623300
CGWB-GHY-01,Piezometer-PaltanBazar,Guwahati,Assam,26.18,91.75,2014-01-01,4.8,12.1,17.5,1210000
CGWB-GHY-01,Piezometer-PaltanBazar,Guwahati,Assam,26.18,91.75,2014-07-01,4.1,410.5,29.1,1222100
CGWB-GHY-01,Piezometer-PaltanBazar,Guwahati,Assam,26.18,91.75,2014-11-01,4.35,25.2,22.3,1230167
CGWB-GHY-01,Piezometer-PaltanBazar,Guwahati,Assam,26.18,91.75,2018-01-01,5.3,10.5,17.9,1315000
CGWB-GHY-01,Piezometer-PaltanBazar,Guwahati,Assam,26.18,91.75,2018-07-01,4.55,435.8,29.5,1328150
CGWB-GHY-01,Piezometer-PaltanBazar,Guwahati,Assam,26.18,91.75,2018-11-01,4.85,22.8,22.7,1337292
CGWB-GHY-01,Piezometer-PaltanBazar,Guwahati,Assam,26.18,91.75,2023-01-01,5.9,8.9,18.1,1450000
CGWB-GHY-01,Piezometer-PaltanBazar,Guwahati,Assam,26.18,91.75,2023-07-01,5.1,450.2,29.8,1464500
CGWB-GHY-01,Piezometer-PaltanBazar,Guwahati,Assam,26.18,91.75,2023-11-01,5.4,20.1,23,1474417
CGWB-SHL-01,Piezometer-PoliceBazar,Shillong,Meghalaya,25.57,91.88,2014-01-01,3.9,45.5,10.5,354000
CGWB-SHL-01,Piezometer-PoliceBazar,Shillong,Meghalaya,25.57,91.88,2014-07-01,3.1,1350.2,20.1,357540
CGWB-SHL-01,Piezometer-PoliceBazar,Shillong,Meghalaya,25.57,91.88,2014-11-01,3.45,80.1,14.8,360020
CGWB-SHL-01,Piezometer-PoliceBazar,Shillong,Meghalaya,25.57,91.88,2018-01-01,4.5,40.2,10.9,385000
CGWB-SHL-01,Piezometer-PoliceBazar,Shillong,Meghalaya,25.57,91.88,2018-07-01,3.65,1410.5,20.5,388850
CGWB-SHL-01,Piezometer-PoliceBazar,Shillong,Meghalaya,25.57,91.88,2018-11-01,4.05,75.5,15.2,391592
CGWB-SHL-01,Piezometer-PoliceBazar,Shillong,Meghalaya,25.57,91.88,2023-01-01,5.2,35.8,11.2,425000
CGWB-SHL-01,Piezometer-PoliceBazar,Shillong,Meghalaya,25.57,91.88,2023-07-01,4.3,1480.8,20.8,429250
CGWB-SHL-01,Piezometer-PoliceBazar,Shillong,Meghalaya,25.57,91.88,2023-11-01,4.7,68.9,15.5,432375
CGWB-DDN-01,Piezometer-RajpurRoad,Dehradun,Uttarakhand,30.31,78.03,2014-01-01,8.9,50.8,11.5,714000
CGWB-DDN-01,Piezometer-RajpurRoad,Dehradun,Uttarakhand,30.31,78.03,2014-07-01,8.1,650.2,25.5,721140
CGWB-DDN-01,Piezometer-RajpurRoad,Dehradun,Uttarakhand,30.31,78.03,2014-11-01,8.45,20.1,16.2,726020
CGWB-DDN-01,Piezometer-RajpurRoad,Dehradun,Uttarakhand,30.31,78.03,2018-01-01,9.8,45.5,11.9,780000
CGWB-DDN-01,Piezometer-RajpurRoad,Dehradun,Uttarakhand,30.31,78.03,2018-07-01,8.95,680.5,25.9,787800
